783,918,-103
845,1563,-98
845,1563,-98
845,1563,-98
845,1563,-98
989,2098,-87
1094,1365,-71
1101,795,-68
1101,795,-68
1101,795,-68
1101,795,-68
1101,795,-68
1101,795,-68
1101,795,-68
1101,795,-68
1192,1774,-68
1340,1347,-71
1482,1098,-73
1482,1098,-73
1482,1098,-73
1482,1098,-73
1686,461,-72
1780,162,-72
1772,-22,-80
1748,9,-87
761
