1218,1148,2
1693,1041,1
1693,1041,1
1693,1041,1
1693,1041,1
1668,1030,6
1681,1029,16
1675,1050,20
1675,1050,20
1675,1050,20
1675,1050,20
1675,1050,20
1675,1050,20
1675,1050,20
1675,1050,20
2094,1227,20
2546,1369,20
2724,1465,17
2724,1465,17
2724,1465,17
2724,1465,17
3425,1641,17
3961,1743,16
3895,1738,9
3859,1784,3
37893
