1159,1027,0
1646,1015,0
1646,1015,0
1646,1015,0
1646,1015,0
1666,1030,5
1675,1075,15
1678,1076,20
1678,1076,20
1678,1076,20
1678,1076,20
1678,1076,20
1678,1076,20
1678,1076,20
1678,1076,20
2117,1230,18
2547,1382,20
2774,1499,18
2774,1499,18
2774,1499,18
2774,1499,18
3373,1707,18
3573,1747,16
3875,1704,8
3905,1791,3
5079
