1187,1024,0
1678,992,-1
1678,992,-1
1678,992,-1
1678,992,-1
1733,1053,8
1788,1055,17
1763,1095,22
1763,1095,22
1763,1095,22
1763,1095,22
1763,1095,22
1763,1095,22
1763,1095,22
1763,1095,22
2153,1230,21
2502,1427,19
2837,1468,18
2762,1527,20
2762,1527,20
2762,1527,20
3457,1659,16
3602,1763,15
3899,1777,9
3916,1774,2
5235
