64000,20,84.115684261834444,8.3263376013412396,37125.095
64000,19,55.42307738714059,6.170407318701028,37019.695
64000,18,22.5606908591382858,0.64807251245361352,36940.95
64000,17,61.305736490288744,6.1154862817193908,37002.075
64000,16,59.14514862753704,5.8297933498339376,37199.51
64000,14,61.206099537694826,6.0008829348023712,37478.72
64000,13,58.603123964211038,6.1179187006496036,37470.49
64000,12,83.758479448957468,8.5214175668234896,37628.685
64000,11,82.423216569878844,8.7145511104383768,37795.75
64000,10,23.501315249445644,0.7007275032319578,37779.21
64000,9,63.125980962058172,6.2750442245561172,38160.275
64000,8,122.772758088128706,12.0699022018276876,38800.71
64000,7,22.4636181427205686,0.717933999278489632,38877.15
64000,6,55.427801180488164,6.044986871246008,39501.105
64000,5,59.373029709725428,6.0139615964226084,40507.275
64000,1,59.159475040158896,6.1856110196620284,62535.725
32000,20,182.873821688625116,18.9155001936138152,18896.24
32000,10,154.455485893112762,14.8876507783214168,19199.035
32000,5,143.175315548398772,16.096270073510842,20613.57
32000,1,200.922180631550102,25.7883946746018584,31262.125
16000,20,252.937306552953508,27.767866436490904,9860.195
16000,10,273.295248421945062,30.185486057051844,10187.37
16000,5,325.896742463511318,34.981039660646804,11213.415
16000,1,348.649231196908354,44.321513400045884,16757.915
8000,20,382.25684363230836,44.185559426420088,5439.6
8000,19,397.969180777209768,44.977596730550116,5542.855
8000,18,370.89875057663909,42.586324354146464,5398.555
8000,17,378.68764368514827,43.592682033358076,5392.735
8000,16,386.66635035517155,43.631586677679384,5369.685
8000,14,383.481112447312052,43.445796079020932,5507.815
8000,13,371.652711831382776,42.843745218654116,5521.1
8000,12,387.688362263712972,44.262566276393988,5589.07
8000,11,408.86190391060939,47.076690204529424,5565.145
8000,10,382.09558747852048,42.9085308391698,5514.345
8000,9,403.77395530357391,44.612259028030252,5756.06
8000,8,385.527296777188386,43.960579401218484,5624.745
8000,7,394.329241459681868,46.424313676328892,5755.36
8000,6,366.402649258221954,42.118619934270016,5761.07
8000,5,394.109198420275774,45.447901355576544,5968.375
8000,1,433.81558091571975,53.104734701491936,8751.29
4000,20,439.5832488763607,53.29434502631859,2762.805
4000,10,471.1968609729159,57.020684674178752,2863.945
4000,5,447.60912250936892,53.71422624548936,2980.635
4000,1,495.33723767265346,57.33787792993564,4448.115
2000,20,577.88295819209622,75.570669412359852,1780.51
2000,10,571.07439596652646,74.824140570342996,1811.455
2000,5,602.6917752317315,77.965154855050552,1960.37
2000,1,609.1807754247557,76.605937527418988,2574.655
1000,20,582.0523123783885,71.991529177668688,1268.46
1000,19,570.30763457944756,71.19612511333064,1116.89
1000,18,568.4979208345633,67.74626626683533,1206.33
1000,17,579.93335199799512,74.902663566920008,1138.26
1000,16,586.2433549050335,73.542632540735632,1112.155
1000,14,563.94116830161682,68.148277029919876,1198.255
1000,13,578.34443282064092,74.33829251142936,1196.04
1000,12,591.58608606153904,75.101894855386988,1169.885
1000,11,570.31440970372766,72.170179892200444,1181.57
1000,10,580.52457855568498,73.688054131308812,1172.73
1000,9,563.59241196329042,71.814858262552384,1201.29
1000,8,587.13987225758292,75.728668183282952,1153.455
1000,7,568.55179149615586,69.520081909838304,1202.23
1000,6,584.2644589672672,73.200846250221412,1089.155
1000,5,588.2445958713801,75.365186849629284,1206.735
1000,1,581.91320540447668,78.007370512718972,1602.215
