1153.555,1013.765,9.025,74.1537651060078,136.890631527508,30.1644466917778
1513.39,1231.285,35.205,273.251127708505,307.418222610445,46.4526881480599
1572.565,1280.73,34.87,183.223662027133,320.868086203222,46.3113029823131
1572.565,1280.73,34.87,183.223662027133,320.868086203222,46.3113029823131
1572.565,1280.73,34.87,183.223662027133,320.868086203222,46.3113029823131
1835.64,1284.225,40.75,268.394482789717,319.602979802274,45.7792112306943
1828.8,1302.39,50.8,231.639882524317,307.54346491849,45.4279483629
1853.755,1303.77,53.42,264.480214561453,312.013894646154,44.8338484835871
1889.255,1308.49,53.31,305.780342836695,305.077533435412,44.6945400417964
1935.16,1312.51,53.33,359.244397430812,312.600311377591,44.8389760012896
1959.6,1308.475,53.335,385.965525577963,322.507433399588,44.8645395557309
1962.9,1313.715,53.375,395.663719456905,306.529009956193,44.8942294083644
1990.465,1306.915,53.365,431.650040614864,321.808813329721,44.901587251326
1985.935,1313.615,53.295,447.07260073352,308.077303447524,44.7953243140622
1999.63,1308.605,53.32,460.376111369387,319.469266182486,44.865825653361
2376.37,1554.98,53.74,423.862418538429,435.904073629778,45.6306165400945
2676.445,1800.12,53.485,379.351995722036,569.698329410104,45.4057063135147
2897.125,1800.465,47.7,449.354589506497,418.913872937742,40.8661253485699
2897.095,1778.045,47.42,459.352401888357,398.561563090151,40.5225118896799
2890.355,1805.64,47.625,447.793719306391,438.29277106271,40.7761923715495
2890.355,1805.64,47.625,447.793719306391,438.29277106271,40.7761923715495
3345.355,2274.675,47.86,482.988278700228,838.532709498859,42.6066548226434
3462.13,2254.69,47.035,623.821254759284,718.529552271469,43.2610839197257
3643.585,2480.87,43.1,684.451893670215,981.019561476732,46.710591914307
3629.715,2529.62,36.65,752.200219106001,1035.63492801305,46.7121786924026
iterations,200
time,5752.595,1206.5738407328
